"","index","word"
"1302",1302,"big"
"1303",1303,"winner"
"1304",1304,"spicier"
"1305",1305,"prefer"
"1306",1306,"ribeye"
"1307",1307,"mesquite"
"1308",1308,"anytime"
"1309",1309,"gooodd"
"1310",1310,"connoisseur"
"1311",1311,"difference"
"1312",1312,"certainly"
"1313",1313,"contained"
"1314",1314,"driest"
"1315",1315,"mouthful"
"1316",1316,"enjoyable"
"1317",1317,"relaxed"
"1318",1318,"venue"
"1319",1319,"couples"
"1320",1320,"groups"
"1321",1321,"etc"
"1322",1322,"nargile"
"1323",1323,"tater"
"1324",1324,"tots"
"1325",1325,"southwest"
"1326",1326,"paid"
"1327",1327,"vanilla"
"1328",1328,"smooth"
"1329",1329,"profiterole"
"1330",1330,"choux"
"1331",1331,"pastry"
"1332",1332,"im"
"1333",1333,"az"
"1334",1334,"new"
"1335",1335,"manager"
"1336",1336,"carly's"
"1337",1337,"due"
"1338",1338,"acknowledged"
"1339",1339,"35"
"1340",1340,"forgetting"
"1341",1341,"margaritas"
"1342",1342,"disappoint"
"1343",1343,"ventilation"
"1344",1344,"upgrading"
"1345",1345,"letdown"
"1346",1346,"rather"
"1347",1347,"camelback"
"1348",1348,"flower"
"1349",1349,"shop"
"1350",1350,"cartel"
"1351",1351,"trimmed"
"1352",1352,"group"
"1353",1353,"70"
"1354",1354,"claimed"
"1355",1355,"handled"
"1356",1356,"beautifully"
"1357",1357,"bill"
"1358",1358,"bring"
"1359",1359,"jewel"
"1360",1360,"las"
"1361",1361,"exactly"
"1362",1362,"hoping"
"1363",1363,"nearly"
"1364",1364,"living"
"1365",1365,"limited"
"1366",1366,"boiled"
"1367",1367,"crab"
"1368",1368,"legs"
"1369",1369,"toro"
"1370",1370,"tartare"
"1371",1371,"cavier"
"1372",1372,"extraordinary"
"1373",1373,"thinly"
"1374",1374,"sliced"
"1375",1375,"wagyu"
"1376",1376,"truffle"
"1377",1377,"dont"
"1378",1378,"long"
"1379",1379,"attached"
"1380",1380,"gas"
"1381",1381,"sign"
"1382",1382,"awesome"
"1383",1383,"decide"
"1384",1384,"worse"
"1385",1385,"humiliated"
"1386",1386,"worker"
"1387",1387,"bunch"
"1388",1388,"name"
"1389",1389,"callings"
"1390",1390,"conclusion"
"1391",1391,"filling"
"1392",1392,"meals"
"1393",1393,"daily"
"1394",1394,"specials"
"1395",1395,"tragedy"
"1396",1396,"struck"
"1397",1397,"pancake"
"1398",1398,"crawfish"
"1399",1399,"monster"
"1400",1400,"funny"
"1401",1401,"mom's"
"1402",1402,"multi"
"1403",1403,"grain"
"1404",1404,"pumpkin"
"1405",1405,"pecan"
"1406",1406,"fluffy"
"1407",1407,"airline"
"1408",1408,"noca"
"1409",1409,"gyro"
"1410",1410,"lettuce"
"1411",1411,"thoroughly"
"1412",1412,"homemade"
"1413",1413,"pastas"
"1414",1414,"thin"
"1415",1415,"cheesecurds"
"1416",1416,"typical"
"1417",1417,"glance"
"1418",1418,"lovely"
"1419",1419,"finger"
"1420",1420,"item"
"1421",1421,"such"
"1422",1422,"beauty"
"1423",1423,"haven't"
"1424",1424,"gone"
"1425",1425,"greasy"
"1426",1426,"unhealthy"
"1427",1427,"might"
"1428",1428,"those"
"1429",1429,"similarly"
"1430",1430,"delivery"
"1431",1431,"man"
"1432",1432,"apology"
"1433",1433,"45"
"1434",1434,"expensive"
"1435",1435,"need"
"1436",1436,"pack"
"1437",1437,"tiramisu"
"1438",1438,"cannoli"
"1439",1439,"sun"
"1440",1440,"whole"
"1441",1441,"meats"
"1442",1442,"choose"
"1443",1443,"experienced"
"1444",1444,"frenchman"
"1445",1445,"desserts"
"1446",1446,"martini"
"1447",1447,"opinion"
"1448",1448,"entrees"
"1449",1449,"gc"
"1450",1450,"sample"
"1451",1451,"thirty"
"1452",1452,"vacant"
"1453",1453,"yellowtail"
"1454",1454,"carpaccio"
"1455",1455,"strangers"
"1456",1456,"actually"
"1457",1457,"hello"
"1458",1458,"strange"
"1459",1459,"boyfriend"
"1460",1460,"recent"
"1461",1461,"donut"
"1462",1462,"saving"
"1463",1463,"room"
"1464",1464,"maybe"
"1465",1465,"disgraceful"
"1466",1466,"however"
"1467",1467,"particular"
"1468",1468,"suffers"
"1469",1469,"tapas"
"1470",1470,"vinegrette"
"1471",1471,"baby"
"1472",1472,"greens"
"1473",1473,"hearts"
"1474",1474,"palm"
"1475",1475,"disgusting"
"1476",1476,"believe"
"1477",1477,"hankering"
"1478",1478,"forth"
"1479",1479,"helped"
"1480",1480,"consider"
"1481",1481,"theft"
"1482",1482,"eew"
"1483",1483,"complete"
"1484",1484,"overhaul"
"1485",1485,"recently"
"1486",1486,"witnessed"
"1487",1487,"guests"
"1488",1488,"regularly"
"1489",1489,"super"
"1490",1490,"swung"
"1491",1491,"deeply"
"1492",1492,"efficient"
"1493",1493,"fan"
"1494",1494,"sucker"
"1495",1495,"dry"
"1496",1496,"rated"
"1497",1497,"15"
"1498",1498,"setting"
"1499",1499,"cheap"
"1500",1500,"olives"
"1501",1501,"perpared"
"1502",1502,"presentation"
"1503",1503,"giant"
"1504",1504,"slices"
"1505",1505,"toast"
"1506",1506,"lightly"
"1507",1507,"dusted"
"1508",1508,"powdered"
"1509",1509,"sugar"
"1510",1510,"play"
"1511",1511,"fo"
"1512",1512,"accomodate"
"1513",1513,"vegan"
"1514",1514,"veggie"
"1515",1515,"crumby"
"1516",1516,"pale"
"1517",1517,"color"
"1518",1518,"instead"
"1519",1519,"croutons"
"1520",1520,"it'll"
"1521",1521,"trips"
"1522",1522,"crema"
"1523",1523,"cafã"
"1524",1524,"expanded"
"1525",1525,"miss"
"1526",1526,"wish"
"1527",1527,"philadelphia"
"1528",1528,"sitting"
"1529",1529,"fairly"
"1530",1530,"crisp"
"1531",1531,"satisfying"
"1532",1532,"wanted"
"1533",1533,"north"
"1534",1534,"scottsdale"
"1535",1535,"quit"
"1536",1536,"soooooo"
"1537",1537,"freaking"
"1538",1538,"papers"
"1539",1539,"reheated"
"1540",1540,"ok"
"1541",1541,"wedges"
"1542",1542,"sorry"
"1543",1543,"absolute"
"1544",1544,"tongue"
"1545",1545,"cheek"
"1546",1546,"bloody"
"1547",1547,"mary"
"1548",1548,"despite"
"1549",1549,"rate"
"1550",1550,"businesses"
"1551",1551,"its"
"1552",1552,"grilled"
"1553",1553,"yellow"
"1554",1554,"saffron"
"1555",1555,"seasoning"
"1556",1556,"thru"
"1557",1557,"means"
"1558",1558,"half"
"1559",1559,"somehow"
"1560",1560,"luck"
"1561",1561,"non"
"1562",1562,"focused"
"1563",1563,"grandmother"
"1564",1564,"list"
"1565",1565,"ignored"
"1566",1566,"hostess"
"1567",1567,"myself"
"1568",1568,"boys"
"1569",1569,"four"
"1570",1570,"guy"
"1571",1571,"blue"
"1572",1572,"shirt"
"1573",1573,"vibe"
"1574",1574,"letting"
"1575",1575,"same"
"1576",1576,"him"
"1577",1577,"drastically"
"1578",1578,"caesar"
"1579",1579,"promptly"
"1580",1580,"madhouse"
"1581",1581,"proven"
"1582",1582,"dead"
"1583",1583,"greatest"
"1584",1584,"moods"
"1585",1585,"macarons"
"1586",1586,"insanely"
"1587",1587,"informative"
"1588",1588,"weren't"
"1589",1589,"somewhat"
"1590",1590,"edible"
"1591",1591,"promise"
"1592",1592,"fails"
"1593",1593,"deliver"
"1594",1594,"average"
"1595",1595,"plater"
"1596",1596,"relax"
"1597",1597,"sit"
"1598",1598,"together"
"1599",1599,"poorly"
"1600",1600,"constructed"
"1601",1601,"seating"
"1602",1602,"italian"
"1603",1603,"screams"
"1604",1604,"legit"
"1605",1605,"book"
"1606",1606,"somethat's"
"1607",1607,"duo"
"1608",1608,"violinists"
"1609",1609,"songs"
"1610",1610,"requested"
"1611",1611,"personally"
"1612",1612,"baklava"
"1613",1613,"falafels"
"1614",1614,"baba"
"1615",1615,"ganoush"
"1616",1616,"staying"
"1617",1617,"mgm"
"1618",1618,"courteous"
"1619",1619,"eclectic"
"1620",1620,"onion"
"1621",1621,"rings"
"1622",1622,"pictures"
"1623",1623,"owner"
"1624",1624,"work"
"1625",1625,"nobu"
"1626",1626,"google"
"1627",1627,"imagine"
"1628",1628,"smashburger"
"1629",1629,"lover"
"1630",1630,"gem"
"1631",1631,"plantains"
"1632",1632,"giving"
"1633",1633,"spends"
"1634",1634,"talking"
"1635",1635,"themselves"
"1636",1636,"panna"
"1637",1637,"cotta"
"1638",1638,"fail"
"1639",1639,"flavors"
"1640",1640,"slaw"
"1641",1641,"drenched"
"1642",1642,"piano"
"1643",1643,"soundtrack"
"1644",1644,"rge"
"1645",1645,"fillet"
"1646",1646,"relleno"
"1647",1647,"plate"
"1648",1648,"sergeant"
"1649",1649,"auju"
"1650",1650,"hawaiian"
"1651",1651,"breeze"
"1652",1652,"mango"
"1653",1653,"magic"
"1654",1654,"pineapple"
"1655",1655,"smoothies"
"1656",1656,"they're"
"1657",1657,"mortified"
"1658",1658,"needless"
"1659",1659,"anyways"
"1660",1660,"dripping"
"1661",1661,"mostly"
"1662",1662,"2007"
"1663",1663,"serving"
"1664",1664,"hospitality"
"1665",1665,"industry"
"1666",1666,"paradise"
"1667",1667,"refrained"
"1668",1668,"recommending"
"1669",1669,"cibo"
"1670",1670,"longer"
"1671",1671,"orders"
"1672",1672,"mean"
"1673",1673,"famous"
"1674",1674,"mouths"
"1675",1675,"bellies"
"1676",1676,"reading"
"1677",1677,"reminded"
"1678",1678,"pros"
"1679",1679,"simple"
"1680",1680,"dough"
"1681",1681,"tonight"
"1682",1682,"elk"
"1683",1683,"hooked"
"1684",1684,"classics"
"1685",1685,"sorely"
"1686",1686,"quaint"
"1687",1687,"deliciously"
"1688",1688,"compliments"
"1689",1689,"thanks"
"1690",1690,"dylan"
"1691",1691,"t"
"1692",1692,"tummy"
"1693",1693,"gratuity"
"1694",1694,"larger"
"1695",1695,"6"
"1696",1696,"fly"
"1697",1697,"apple"
"1698",1698,"juice"
"1699",1699,"han"
"1700",1700,"nan"
"1701",1701,"barely"
"1702",1702,"ryan's"
"1703",1703,"edinburgh"
"1704",1704,"revisiting"
"1705",1705,"chinese"
"1706",1706,"naan"
"1707",1707,"pine"
"1708",1708,"nut"
"1709",1709,"touched"
"1710",1710,"airport"
"1711",1711,"speedy"
"1712",1712,"calligraphy"
"1713",1713,"paper"
"1714",1714,"anything"
"1715",1715,"complain"
"1716",1716,"stood"
"1717",1717,"begin"
"1718",1718,"awkwardly"
"1719",1719,"opened"
"1720",1720,"words"
"1721",1721,"does"
"1722",1722,"crazy"
"1723",1723,"crowds"
"1724",1724,"juries"
"1725",1725,"lawyers"
"1726",1726,"court"
"1727",1727,"arrives"
"1728",1728,"paying"
"1729",1729,"7.85"
"1730",1730,"looks"
"1731",1731,"kid's"
"1732",1732,"wienerschnitzel"
"1733",1733,"idea"
"1734",1734,"classic"
"1735",1735,"maine"
"1736",1736,"roll"
"1737",1737,"brother"
"1738",1738,"law"
"1739",1739,"works"
"1740",1740,"hereas"
"1741",1741,"tribute"
"1742",1742,"event"
"1743",1743,"held"
"1744",1744,"salsa"
"1745",1745,"you'll"
"1746",1746,"pissd"
"1747",1747,"surprise"
"1748",1748,"golden"
"1749",1749,"hopes"
"1750",1750,"fell"
"1751",1751,"bruschetta"
"1752",1752,"devine"
"1753",1753,"employee"
"1754",1754,"lastly"
"1755",1755,"mozzarella"
"1756",1756,"negligent"
"1757",1757,"unwelcome"
"1758",1758,"suggest"
"1759",1759,"consistent"
"1760",1760,"packed"
"1761",1761,"seasonal"
"1762",1762,"fruit"
"1763",1763,"peach"
"1764",1764,"officially"
"1765",1765,"blown"
"1766",1766,"put"
"1767",1767,"plastic"
"1768",1768,"containers"
"1769",1769,"opposed"
"1770",1770,"cramming"
"1771",1771,"takeout"
"1772",1772,"boxes"
"1773",1773,"crãªpe"
"1774",1774,"delicate"
"1775",1775,"awful"
"1776",1776,"fair"
"1777",1777,"kabuki"
"1778",1778,"services"
"1779",1779,"maria"
"1780",1780,"surprised"
"1781",1781,"article"
"1782",1782,"read"
"1783",1783,"spices"
"1784",1784,"fucking"
"1785",1785,"caballero's"
"1786",1786,"head"
"1787",1787,"oysters"
"1788",1788,"round"
"1789",1789,"disbelief"
"1790",1790,"qualified"
"1791",1791,"version"
"1792",1792,"foods"
"1793",1793,"low"
"1794",1794,"tolerance"
"1795",1795,"polite"
"1796",1796,"wash"
"1797",1797,"otherwise"
"1798",1798,"biscuit"
"1799",1799,"heat"
"1800",1800,"hated"
"1801",1801,"coconut"
"1802",1802,"fella"
"1803",1803,"huevos"
"1804",1804,"rancheros"
"1805",1805,"appealing"
"1806",1806,"wines"
"1807",1807,"pricey"
"1808",1808,"temp.i"
"1809",1809,"prepare"
"1810",1810,"bare"
"1811",1811,"gloves.everything"
"1812",1812,"deep"
"1813",1813,"oil"
"1814",1814,"pleasure"
"1815",1815,"plethora"
"1816",1816,"sandwiches"
"1817",1817,"gets"
"1818",1818,"seal"
"1819",1819,"approval"
"1820",1820,"light"
"1821",1821,"college"
"1822",1822,"cooking"
"1823",1823,"class"
"1824",1824,"started"
"1825",1825,"editing"
"1826",1826,"besides"
"1827",1827,"costco's"
"1828",1828,"highlighted"
"1829",1829,"unique"
"1830",1830,"weird"
"1831",1831,"hardly"
"1832",1832,"grocery"
"1833",1833,"store"
"1834",1834,"japanese"
"1835",1835,"dude"
"1836",1836,"aren't"
"1837",1837,"doughy"
"1838",1838,"flavorless"
"1839",1839,"inch"
"1840",1840,"wire"
"1841",1841,"definately"
"1842",1842,"ourselves"
"1843",1843,"albondigas"
"1844",1844,"tomato"
"1845",1845,"meatballs"
"1846",1846,"three"
"1847",1847,"occasions"
"1848",1848,"medium"
"1849",1849,"bloodiest"
"1850",1850,"refused"
"1851",1851,"anymore"
"1852",1852,"killer"
"1853",1853,"chai"
"1854",1854,"latte"
"1855",1855,"allergy"
"1856",1856,"warnings"
"1857",1857,"clue"
"1858",1858,"contain"
"1859",1859,"peanuts"
"1860",1860,"mediterranean"
"1861",1861,"rotating"
"1862",1862,"beers"
"1863",1863,"highlight"
"1864",1864,"concern"
"1865",1865,"mellow"
"1866",1866,"mushroom"
"1867",1867,"strawberry"
"1868",1868,"unprofessional"
"1869",1869,"loyal"
"1870",1870,"patron"
"1871",1871,"spend"
"1872",1872,"occasional"
"1873",1873,"pats"
"1874",1874,"bellagio"
"1875",1875,"anticipated"
"1876",1876,"weak"
"1877",1877,"correct"
"1878",1878,"bought"
"1879",1879,"sals"
"1880",1880,"returning"
"1881",1881,"fav"
"1882",1882,"unexperienced"
"1883",1883,"employees"
"1884",1884,"chickens"
"1885",1885,"heads"
"1886",1886,"call"
"1887",1887,"steakhouse"
"1888",1888,"properly"
"1889",1889,"understand"
"1890",1890,"concept"
"1891",1891,"guacamole"
"1892",1892,"purã"
"1893",1893,"ed"
"1894",1894,"postinos"
"1895",1895,"poisoning"
"1896",1896,"batch"
"1897",1897,"thinking"
"1898",1898,"yay"
"1899",1899,"hilarious"
"1900",1900,"christmas"
"1901",1901,"eve"
"1902",1902,"remember"
"1903",1903,"biggest"
"1904",1904,"entire"
"1905",1905,"caring"
"1906",1906,"teamwork"
"1907",1907,"degree"
"1908",1908,"ri"
"1909",1909,"style"
"1910",1910,"calamari"
"1911",1911,"fondue"
"1912",1912,"lost"
"1913",1913,"forever"
"1914",1914,"ones"
"1915",1915,"scene"
"1916",1916,"denny's"
"1917",1917,"downright"
"1918",1918,"waaaaaayyyyyyyyyy"
"1919",1919,"saying"
"1920",1920,"lacked"
"1921",1921,"sangria"
"1922",1922,"glass"
"1923",1923,"ridiculous"
"1924",1924,"bother"
"1925",1925,"brisket"
"1926",1926,"neat"
"1927",1927,"trippy"
"1928",1928,"hurry"
"1929",1929,"reservation"
"1930",1930,"stretch"
"1931",1931,"imagination"
"1932",1932,"cashew"
"1933",1933,"undercooked"
"1934",1934,"chipolte"
"1935",1935,"ranch"
"1936",1936,"dipping"
"1937",1937,"sause"
"1938",1938,"seemed"
"1939",1939,"watered"
"1940",1940,"workers"
"1941",1941,"douchey"
"1942",1942,"indoor"
"1943",1943,"garden"
"1944",1944,"con"
"1945",1945,"spotty"
"1946",1946,"neither"
"1947",1947,"ensued"
"1948",1948,"apologize"
"1949",1949,"reason"
"1950",1950,"fill"
"1951",1951,"binge"
"1952",1952,"drinking"
"1953",1953,"carbs"
"1954",1954,"insults"
"1955",1955,"profound"
"1956",1956,"deuchebaggery"
"1957",1957,"smoke"
"1958",1958,"solidify"
"1959",1959,"combo"
"1960",1960,"ala"
"1961",1961,"cart"
"1962",1962,"blame"
"1963",1963,"placed"
"1964",1964,"rave"
"1965",1965,"del"
"1966",1966,"avoided"
"1967",1967,"hamburger"
"1968",1968,"hell"
"1969",1969,"gotten"
"1970",1970,"ya'all"
"1971",1971,"doing"
"1972",1972,"shots"
"1973",1973,"fireball"
"1974",1974,"disapppointment"
"1975",1975,"correction"
"1976",1976,"heimer"
"1977",1977,"putting"
"1978",1978,"cause"
"1979",1979,"owned"
"1980",1980,"vomited"
"1981",1981,"mid"
"1982",1982,"circumstances"
"1983",1983,"tops"
"1984",1984,"brownish"
"1985",1985,"obviously"
"1986",1986,"below"
"1987",1987,"nachos"
"1988",1988,"movies"
"1989",1989,"ha"
"1990",1990,"flop"
"1991",1991,"problem"
"1992",1992,"charge"
"1993",1993,"11.99"
"1994",1994,"bigger"
"1995",1995,"offers"
"1996",1996,"unwrapped"
"1997",1997,"mile"
"1998",1998,"brushfire"
"1999",1999,"impressive"
"2000",2000,"hasn't"
"2001",2001,"closed"
"2002",2002,"mirage"
"2003",2003,"refried"
"2004",2004,"dried"
"2005",2005,"crusty"
"2006",2006,"caterpillar"
"2007",2007,"appetite"
"2008",2008,"instantly"
"2009",2009,"ninja"
"2010",2010,"hadn't"
"2011",2011,"wasted"
"2012",2012,"poured"
"2013",2013,"wound"
"2014",2014,"drawing"
"2015",2015,"guest"
"2016",2016,"extensive"
"2017",2017,"provides"
"2018",2018,"wide"
"2019",2019,"array"
"2020",2020,"inflate"
"2021",2021,"smaller"
"2022",2022,"grow"
"2023",2023,"rapidly"
"2024",2024,"lil"
"2025",2025,"fuzzy"
"2026",2026,"fabulous"
"2027",2027,"wontons"
"2028",2028,"thick"
"2029",2029,"level"
"2030",2030,"spice"
"2031",2031,"whelm"
"2032",2032,"main"
"2033",2033,"crowd"
"2034",2034,"older"
"2035",2035,"30s"
"2036",2036,"arepas"
"2037",2037,"jalapeno"
"2038",2038,"thats"
"2039",2039,"shoe"
"2040",2040,"leather"
"2041",2041,"block"
"2042",2042,"key"
"2043",2043,"fancy"
"2044",2044,"affordable"
"2045",2045,"sour"
"2046",2046,"soups"
"2047",2047,"sunday"
"2048",2048,"traditional"
"2049",2049,"hunan"
"2050",2050,"flair"
"2051",2051,"bartenders"
"2052",2052,"nutshell"
"2053",2053,"restaraunt"
"2054",2054,"smells"
"2055",2055,"market"
"2056",2056,"sewer"
"2057",2057,"girlfriend's"
"2058",2058,"veal"
"2059",2059,"satifying"
"2060",2060,"join"
"2061",2061,"club"
"2062",2062,"via"
"2063",2063,"email"
"2064",2064,"likes"
"2065",2065,"case"
"2066",2066,"colder"
"2067",2067,"describing"
"2068",2068,"tepid"
"2069",2069,"chains"
"2070",2070,"easily"
